"Weather_Condition","Road_Type","Road_Condition","Time_of_Day","Traffic_Density","Speed_Limit","Visibility","Acceleration_Events","Braking_Events","Steering_Input","Driver_Fatigue_Level","Distraction_Events","Speed","Lane_Departure_Events","Adaptive_Cruise_Control_Activation","Driver_Age","Driving_Experience","Vehicle_Type","Vehicle_Age","Accident_Occurrence","Near_Miss_Events","Intervention_Needed","Intervention_Level"
"Heavy Rain","Rural Road","Dry","Afternoon",1,120,642,1,7,10,0,2,101.7523272,0,0,70,27,"Sedan",12,0,0,"No","No"
"Rain","Rural Road","Wet","Afternoon",2,70,905,8,2,2,4,0,80.90218025,2,1,68,1,"Sedan",5,1,3,"No","No"
"Clear","Highway","Wet","Afternoon",1,70,104,2,5,6,10,5,64.44132896,2,0,32,7,"Sedan",2,0,0,"Yes","Strong"
"Rain","Urban Road","Wet","Morning",2,100,594,8,5,4,0,1,70.28458972,2,1,53,16,"Sedan",0,1,4,"No","No"
"Heavy Rain","Highway","Dry","Evening",1,50,782,3,1,1,6,3,50.54895051,2,1,25,7,"Sedan",0,0,0,"No","No"
"Rain","Highway","Wet","Morning",2,50,181,0,5,-3,5,1,59.50415826,4,0,30,23,"Truck",3,0,0,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",3,110,462,4,0,6,3,6,23.12535465,3,0,42,18,"SUV",8,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",3,40,620,4,8,-4,0,2,58.37811773,0,0,50,16,"SUV",9,1,0,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",3,60,325,8,6,10,6,4,62.08017168,3,0,69,7,"Truck",9,0,0,"Yes","Strong"
"Clear","Urban Road","Dry","Morning",1,50,566,1,4,4,7,3,45.33710692,3,1,33,12,"Truck",4,1,0,"Yes","Mild"
"Clear","Rural Road","Wet","Evening",1,110,923,2,3,4,8,3,42.21351673,1,1,48,13,"Truck",13,0,0,"No","No"
"Clear","Urban Road","Wet","Morning",1,120,57,9,10,-8,6,0,24.87970094,0,1,31,13,"SUV",15,1,0,"No","No"
"Clear","Highway","Dry","Evening",2,40,95,7,6,4,5,4,99.82307899,0,1,46,4,"Sedan",9,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",3,100,180,6,8,-9,2,1,66.2211167,1,0,48,14,"Truck",12,1,4,"No","No"
"Rain","Urban Road","Wet","Morning",2,120,990,7,0,4,9,1,107.1064439,3,1,67,6,"SUV",14,0,0,"Yes","Strong"
"Clear","Rural Road","Wet","Morning",2,40,467,6,3,-7,4,0,86.47645293,2,0,49,23,"Truck",4,1,3,"No","No"
"Rain","Rural Road","Wet","Evening",3,50,77,9,9,-9,10,0,79.57569734,0,1,31,33,"Truck",15,0,0,"Yes","Mild"
"Clear","Urban Road","Wet","Afternoon",2,90,801,7,5,7,1,5,43.05192236,3,1,30,4,"Sedan",13,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",2,60,984,7,12,9,6,0,92.485874,2,0,38,15,"Truck",12,0,0,"Yes","Strong"
"Heavy Rain","Urban Road","Wet","Evening",1,110,777,10,10,-4,5,0,74.81400344,0,1,39,23,"Sedan",10,0,0,"No","No"
"Clear","Urban Road","Dry","Afternoon",3,30,373,0,2,-6,4,3,48.17620238,0,1,38,30,"Sedan",5,0,0,"No","No"
"Rain","Rural Road","Dry","Morning",3,60,432,6,5,-8,10,1,59.94750025,2,1,26,1,"Truck",14,0,0,"Yes","Strong"
"Heavy Rain","Rural Road","Dry","Evening",3,60,214,9,7,-6,7,1,73.90671393,1,1,37,31,"Truck",15,0,0,"Yes","Mild"
"Clear","Rural Road","Dry","Afternoon",2,90,359,7,4,9,7,1,88.55513663,3,1,47,5,"Sedan",15,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",3,30,356,10,8,5,1,3,51.6878934,3,0,36,13,"SUV",3,0,0,"No","No"
"Rain","Rural Road","Wet","Morning",2,100,310,2,8,10,2,4,55.88668738,0,1,62,12,"Sedan",13,1,1,"No","No"
"Clear","Rural Road","Wet","Night",2,110,799,7,3,-10,8,3,54.95322868,2,0,61,26,"Sedan",13,0,0,"Yes","Mild"
"Clear","Urban Road","Wet","Afternoon",1,110,462,1,5,-4,1,2,71.52073692,1,0,33,23,"SUV",12,0,0,"No","No"
"Clear","Urban Road","Dry","Evening",3,100,154,6,10,5,6,2,26.53312382,0,1,49,17,"Sedan",1,0,0,"Yes","Mild"
"Clear","Rural Road","Dry","Night",2,40,543,0,9,10,9,3,81.23022012,1,1,24,28,"SUV",4,1,5,"Yes","Mild"
"Clear","Rural Road","Wet","Night",1,110,502,8,9,-4,1,2,54.29365123,1,0,43,19,"Sedan",10,0,0,"No","No"
"Heavy Rain","Highway","Wet","Afternoon",2,80,414,6,7,8,7,3,58.52734854,2,0,28,17,"Truck",13,1,5,"No","No"
"Rain","Highway","Dry","Night",3,120,948,5,8,-1,8,5,49.4319037,2,0,61,3,"SUV",10,0,0,"Yes","Mild"
"Rain","Rural Road","Wet","Night",1,80,619,7,11,1,9,5,100.4637619,1,1,64,5,"Truck",0,0,0,"Yes","Mild"
"Rain","Highway","Wet","Afternoon",2,100,670,4,1,5,9,1,93.21087563,3,0,24,21,"Sedan",9,0,0,"Yes","Strong"
"Heavy Rain","Rural Road","Dry","Afternoon",1,70,52,10,4,-6,2,3,80.70926284,0,1,31,9,"Sedan",6,0,0,"No","No"
"Clear","Rural Road","Wet","Night",2,120,848,2,6,7,10,4,37.69228588,0,1,29,3,"SUV",5,1,2,"Yes","Strong"
"Rain","Rural Road","Wet","Afternoon",2,100,735,6,5,-6,6,1,39.54757264,1,1,41,20,"Sedan",1,1,2,"No","No"
"Rain","Urban Road","Wet","Evening",2,80,98,2,6,2,10,1,79.03888361,1,1,41,10,"SUV",3,0,0,"Yes","Mild"
"Clear","Urban Road","Wet","Morning",2,30,213,9,2,-5,1,4,32.28381264,2,0,67,27,"Sedan",1,0,0,"No","No"
"Rain","Highway","Dry","Evening",3,100,339,9,4,-3,1,0,66.13744489,2,0,50,11,"Truck",1,0,0,"No","No"
"Clear","Urban Road","Wet","Night",1,60,772,3,10,-1,3,5,47.47688879,1,1,46,9,"Sedan",11,0,0,"No","No"
"Clear","Highway","Dry","Evening",1,120,227,7,8,-7,2,4,100.9535392,1,1,70,19,"Sedan",7,1,4,"No","No"
"Rain","Highway","Wet","Night",1,80,933,9,6,6,5,2,87.19928707,2,0,51,9,"Sedan",2,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Evening",2,110,501,6,1,2,7,0,47.27364005,3,1,33,10,"Truck",5,1,5,"No","No"
"Clear","Urban Road","Wet","Night",1,50,784,1,11,-3,1,4,70.03381713,3,1,61,6,"Truck",13,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Night",3,100,913,9,3,6,10,4,49.74825921,0,0,45,12,"Sedan",12,1,2,"Yes","Mild"
"Clear","Highway","Dry","Night",3,50,473,4,6,8,6,6,68.93597744,3,0,48,1,"Truck",8,0,0,"Yes","Mild"
"Rain","Highway","Wet","Afternoon",3,70,808,4,3,7,6,6,115.4974056,3,0,34,29,"Truck",0,0,0,"Yes","Strong"
"Clear","Urban Road","Dry","Afternoon",1,70,917,2,7,-4,7,1,76.30030405,0,1,28,19,"SUV",8,0,0,"No","No"
"Rain","Highway","Dry","Afternoon",3,90,109,4,4,4,4,3,62.44270853,2,0,45,4,"Truck",3,1,2,"No","No"
"Rain","Highway","Wet","Morning",3,70,731,9,3,-8,1,3,95.37347247,2,1,35,17,"Sedan",2,0,0,"No","No"
"Rain","Highway","Dry","Evening",1,100,724,5,8,-7,3,5,65.42425387,2,1,47,13,"Truck",9,1,3,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",1,100,396,5,10,2,3,2,51.92639269,2,0,34,32,"SUV",7,1,3,"No","No"
"Clear","Rural Road","Dry","Afternoon",2,90,504,3,4,2,2,3,67.26875071,2,1,43,22,"SUV",8,0,0,"No","No"
"Clear","Highway","Dry","Evening",1,110,601,8,1,-1,7,2,47.86462831,2,1,57,16,"SUV",7,0,0,"Yes","Strong"
"Clear","Rural Road","Dry","Evening",2,90,486,4,2,10,2,0,88.83220847,0,1,54,13,"SUV",8,0,0,"No","No"
"Clear","Highway","Dry","Morning",2,60,620,8,0,4,3,5,88.6327627,0,0,18,11,"SUV",10,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Night",3,110,238,7,6,8,4,0,73.92980991,0,1,27,26,"Sedan",3,1,6,"No","No"
"Clear","Rural Road","Dry","Morning",2,40,895,0,4,7,4,4,96.6188219,2,0,45,22,"Truck",12,0,0,"No","No"
"Rain","Urban Road","Wet","Evening",1,40,90,3,4,0,5,1,72.71461831,0,1,44,39,"SUV",14,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",1,80,118,4,6,0,4,0,62.88786129,1,1,63,5,"SUV",3,1,5,"No","No"
"Rain","Rural Road","Dry","Night",2,110,506,3,5,-10,3,3,69.76805876,2,1,18,12,"SUV",8,1,3,"No","No"
"Rain","Urban Road","Wet","Afternoon",3,110,474,5,6,-3,7,2,37.71670237,3,0,38,23,"SUV",1,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",2,80,538,7,3,-8,5,4,68.00441787,2,1,48,16,"SUV",14,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",1,110,957,6,6,6,0,3,93.74910529,1,0,45,11,"Sedan",1,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",1,50,771,8,5,3,9,4,78.33549417,1,1,39,21,"SUV",3,0,0,"Yes","Mild"
"Clear","Highway","Wet","Morning",3,50,683,10,0,-4,10,3,70.57972521,0,1,70,8,"Truck",2,1,1,"Yes","Strong"
"Heavy Rain","Urban Road","Wet","Morning",2,90,466,9,5,7,6,4,59.46903632,3,1,29,8,"SUV",11,1,1,"No","No"
"Clear","Rural Road","Wet","Evening",2,120,771,4,4,-4,3,2,58.9021125,0,0,36,23,"SUV",13,0,0,"No","No"
"Clear","Highway","Wet","Evening",1,50,396,2,4,7,5,2,80.37852211,0,0,45,20,"Sedan",13,0,0,"No","No"
"Clear","Urban Road","Wet","Morning",1,120,539,10,2,2,4,6,98.44263782,2,1,47,28,"SUV",2,0,0,"No","No"
"Rain","Urban Road","Dry","Afternoon",3,100,365,0,1,-5,0,0,27.15386539,3,1,33,3,"SUV",1,0,0,"No","No"
"Rain","Rural Road","Dry","Night",1,110,805,8,6,-2,10,2,67.25640047,3,0,50,10,"Truck",11,0,0,"Yes","Strong"
"Heavy Rain","Highway","Wet","Night",2,70,972,1,2,-4,3,3,42.20697999,0,1,46,4,"SUV",2,0,0,"No","No"
"Rain","Rural Road","Wet","Afternoon",2,100,221,3,8,-6,0,0,80.02344751,2,1,34,23,"SUV",1,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",1,70,66,4,0,-6,5,4,23.19078589,3,1,30,27,"Truck",5,0,0,"No","No"
"Clear","Urban Road","Wet","Night",1,40,546,1,0,8,2,3,85.83966659,3,1,25,14,"Sedan",7,0,0,"No","No"
"Clear","Highway","Dry","Evening",1,90,356,1,4,-6,10,0,72.99331112,3,1,21,18,"SUV",0,1,1,"Yes","Strong"
"Clear","Rural Road","Wet","Night",2,70,701,3,5,5,1,5,59.48177122,3,1,59,8,"Truck",12,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",2,80,666,9,14,-1,3,3,53.06153864,2,1,30,14,"Truck",13,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",3,40,256,3,1,10,6,5,66.01956572,0,0,41,10,"Truck",11,1,1,"No","No"
"Heavy Rain","Rural Road","Dry","Night",3,80,109,5,9,4,1,1,43.06059253,3,1,44,14,"Sedan",1,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",1,60,552,4,0,-2,5,6,57.65605323,0,0,38,7,"SUV",9,0,0,"No","No"
"Clear","Highway","Wet","Evening",3,50,628,3,0,0,8,3,72.71118565,2,1,18,10,"Sedan",9,0,0,"Yes","Mild"
"Heavy Rain","Rural Road","Dry","Morning",3,60,234,2,3,0,1,4,38.43528201,2,1,36,12,"Sedan",7,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Evening",1,110,962,0,5,-8,8,3,39.74337125,1,0,46,6,"Sedan",14,0,0,"Yes","Mild"
"Rain","Rural Road","Wet","Afternoon",3,90,172,2,6,-2,3,2,43.79735761,2,0,47,31,"Sedan",1,0,0,"No","No"
"Clear","Urban Road","Wet","Night",1,60,103,5,6,2,10,1,50.03235326,2,0,33,28,"Truck",10,0,0,"Yes","Strong"
"Clear","Urban Road","Dry","Evening",2,110,447,9,3,9,5,2,82.06263083,2,0,47,11,"SUV",9,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",3,50,728,9,2,6,7,2,86.82746234,2,0,30,14,"SUV",14,0,0,"Yes","Mild"
"Rain","Urban Road","Dry","Morning",2,90,219,4,4,3,4,3,65.21125524,0,0,38,10,"Sedan",14,1,4,"No","No"
"Clear","Rural Road","Wet","Morning",2,90,275,9,13,11,7,1,44.21590281,1,1,35,20,"Truck",5,1,2,"Yes","Strong"
"Rain","Highway","Wet","Afternoon",3,40,573,8,7,2,10,4,85.00011974,1,1,38,7,"SUV",14,1,5,"Yes","Mild"
"Clear","Rural Road","Wet","Evening",2,80,86,2,2,-7,8,3,84.20946153,3,0,40,9,"Truck",7,0,0,"Yes","Strong"
"Clear","Rural Road","Dry","Night",3,100,141,1,5,-6,8,0,29.03191162,0,0,28,14,"Truck",3,1,4,"Yes","Mild"
"Heavy Rain","Rural Road","Wet","Evening",1,90,923,10,11,-4,2,3,118.6605613,2,1,40,5,"Truck",10,1,3,"No","No"
"Heavy Rain","Highway","Dry","Evening",2,60,933,8,10,-8,8,1,79.65609266,4,0,57,16,"Truck",14,0,0,"Yes","Strong"
"Rain","Highway","Wet","Evening",2,120,676,6,2,-10,0,6,82.02890468,1,1,18,18,"SUV",5,0,0,"No","No"
"Rain","Highway","Dry","Morning",1,120,634,4,0,3,4,6,74.20910631,3,0,49,11,"Sedan",12,0,0,"No","No"
"Clear","Rural Road","Dry","Evening",2,110,659,10,3,1,4,3,87.23412921,0,0,30,20,"Sedan",11,0,0,"No","No"
"Heavy Rain","Highway","Dry","Morning",2,70,98,9,6,-10,8,0,101.4660889,3,0,18,6,"Sedan",13,0,0,"Yes","Strong"
"Clear","Urban Road","Wet","Night",3,100,436,4,1,-1,10,3,61.25649097,3,0,56,12,"SUV",3,0,0,"Yes","Strong"
"Clear","Highway","Dry","Night",2,80,212,6,3,6,1,0,91.17997375,2,0,39,14,"SUV",15,1,1,"No","No"
"Rain","Rural Road","Dry","Morning",1,100,54,2,5,9,5,2,29.14709754,1,1,63,1,"SUV",6,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",1,120,136,4,10,-8,4,0,107.8538584,1,1,36,23,"SUV",11,0,0,"No","No"
"Rain","Highway","Dry","Evening",3,50,418,4,9,-5,4,0,65.32599158,1,0,18,19,"SUV",9,0,0,"No","No"
"Rain","Rural Road","Wet","Night",3,60,598,9,0,6,10,4,58.30805488,2,0,20,19,"Sedan",5,0,0,"Yes","Strong"
"Rain","Urban Road","Dry","Evening",2,50,785,6,8,-8,8,3,70.27480583,3,1,52,28,"Sedan",6,0,0,"Yes","Strong"
"Rain","Rural Road","Wet","Afternoon",1,70,205,1,0,-6,7,3,71.91788456,3,1,22,19,"SUV",2,1,4,"Yes","Strong"
"Heavy Rain","Highway","Dry","Night",2,90,995,2,5,-8,10,0,20.80859916,2,1,38,30,"SUV",8,1,2,"Yes","Strong"
"Heavy Rain","Rural Road","Wet","Evening",1,90,286,3,10,-5,9,3,69.93663945,1,1,47,15,"Truck",8,0,0,"Yes","Strong"
"Heavy Rain","Rural Road","Wet","Afternoon",1,70,975,7,3,6,2,1,48.72251217,0,1,36,21,"SUV",14,0,0,"No","No"
"Heavy Rain","Highway","Wet","Morning",1,40,701,6,10,2,2,4,39.68778319,3,1,51,17,"Sedan",6,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",3,110,372,4,13,-4,3,4,78.6727733,1,0,38,17,"Truck",12,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",1,120,733,4,9,9,4,2,60.72214081,0,0,26,1,"SUV",3,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Morning",1,50,562,4,4,0,7,4,33.72409812,4,0,35,15,"Truck",12,0,0,"Yes","Strong"
"Heavy Rain","Rural Road","Wet","Afternoon",1,100,493,6,6,-3,0,4,82.14681914,1,1,27,24,"Sedan",6,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",2,110,535,10,9,-8,4,4,59.75646155,2,1,34,9,"Sedan",6,1,2,"No","No"
"Heavy Rain","Highway","Dry","Evening",1,50,367,1,8,-1,5,0,64.05733028,0,0,46,10,"Truck",2,0,0,"No","No"
"Heavy Rain","Highway","Dry","Night",3,30,865,0,6,-3,2,4,102.119373,3,1,25,16,"SUV",11,1,0,"No","No"
"Heavy Rain","Rural Road","Wet","Evening",2,100,156,0,9,4,5,3,62.44021798,2,1,22,1,"SUV",1,0,0,"No","No"
"Clear","Urban Road","Wet","Evening",2,80,760,4,4,1,9,3,60.45536914,2,0,34,20,"SUV",9,0,0,"Yes","Strong"
"Clear","Rural Road","Wet","Night",2,90,993,0,6,8,7,1,95.0717886,0,0,25,5,"Truck",5,1,1,"No","No"
"Heavy Rain","Rural Road","Wet","Morning",3,100,481,9,5,-1,9,1,69.93089562,3,1,27,9,"Sedan",10,0,0,"Yes","Strong"
"Rain","Highway","Wet","Night",2,70,887,6,3,-8,7,6,84.97066992,0,1,20,16,"SUV",0,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Afternoon",2,120,415,4,6,8,3,3,48.52177243,3,0,54,17,"SUV",12,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",2,90,221,0,1,3,0,6,72.69807937,0,1,29,8,"SUV",13,1,4,"No","No"
"Clear","Rural Road","Dry","Afternoon",1,40,297,4,14,9,10,5,73.48982159,3,0,34,16,"Truck",1,1,3,"Yes","Strong"
"Rain","Urban Road","Dry","Afternoon",3,80,492,7,9,-10,5,1,83.30871582,1,0,36,36,"Sedan",6,0,0,"No","No"
"Rain","Highway","Wet","Morning",3,90,682,8,3,0,3,0,82.39338496,3,1,41,23,"SUV",1,1,1,"No","No"
"Rain","Rural Road","Dry","Night",3,100,785,6,0,11,3,1,52.49070111,3,1,52,20,"Truck",13,0,0,"No","No"
"Clear","Highway","Wet","Morning",2,60,864,1,3,2,4,2,70.98894675,1,0,52,8,"Sedan",14,0,0,"No","No"
"Clear","Rural Road","Dry","Afternoon",1,60,321,8,10,-2,9,3,103.3248388,2,1,52,25,"SUV",15,0,0,"Yes","Mild"
"Clear","Highway","Wet","Evening",3,80,924,10,4,7,6,0,80.35718631,2,1,27,19,"Truck",1,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Afternoon",2,90,432,2,8,7,7,3,68.06169992,3,1,56,3,"Sedan",8,0,0,"Yes","Strong"
"Heavy Rain","Urban Road","Dry","Afternoon",2,90,499,9,2,0,2,3,56.16921774,0,0,29,31,"Truck",10,0,0,"No","No"
"Clear","Urban Road","Wet","Afternoon",2,70,622,3,10,-3,2,3,60.61288152,1,0,35,19,"SUV",10,1,3,"No","No"
"Clear","Rural Road","Dry","Afternoon",2,50,676,6,7,-1,0,1,100.3410685,3,1,57,19,"Sedan",8,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Morning",2,80,180,9,6,-7,8,4,59.68124831,0,1,49,9,"Truck",3,0,0,"Yes","Mild"
"Clear","Urban Road","Dry","Morning",3,50,81,7,9,-7,5,5,77.01878209,3,0,47,18,"Sedan",12,0,0,"No","No"
"Heavy Rain","Rural Road","Dry","Evening",1,80,863,5,3,8,5,5,80.91544395,0,0,48,26,"SUV",13,0,0,"No","No"
"Rain","Highway","Wet","Afternoon",3,50,601,8,9,-2,0,4,38.48266939,3,0,18,29,"Truck",6,0,0,"No","No"
"Clear","Rural Road","Wet","Morning",3,70,660,9,10,-7,9,2,82.10293072,2,1,70,22,"SUV",2,1,4,"Yes","Mild"
"Clear","Urban Road","Wet","Morning",1,40,780,6,2,8,2,5,73.4104823,1,0,34,11,"Sedan",6,1,1,"No","No"
"Heavy Rain","Highway","Dry","Night",3,80,461,4,5,-1,8,2,78.63050873,0,0,52,12,"Sedan",5,0,0,"Yes","Mild"
"Rain","Rural Road","Wet","Evening",1,120,248,6,3,-2,10,1,111.3501777,2,0,22,22,"Sedan",12,0,0,"Yes","Strong"
"Heavy Rain","Urban Road","Wet","Morning",3,60,162,4,1,-9,9,2,76.43816936,1,1,52,26,"SUV",14,1,3,"Yes","Mild"
"Rain","Highway","Wet","Morning",3,110,666,8,7,3,10,0,67.61720308,0,0,20,1,"SUV",2,1,5,"Yes","Mild"
"Clear","Highway","Dry","Night",3,100,483,7,4,8,3,0,60.87472581,1,1,50,14,"Sedan",1,1,2,"No","No"
"Rain","Urban Road","Wet","Evening",2,80,716,3,3,-5,9,1,58.61942795,3,0,18,17,"Truck",1,1,3,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Morning",2,40,667,2,9,0,1,5,69.81920375,3,0,42,22,"SUV",9,0,0,"No","No"
"Rain","Urban Road","Wet","Evening",1,70,455,3,3,-3,9,5,121.7553036,2,1,18,21,"Truck",5,1,4,"Yes","Strong"
"Heavy Rain","Urban Road","Wet","Afternoon",1,70,959,6,7,0,9,2,39.97988062,2,1,46,2,"SUV",7,0,0,"Yes","Mild"
"Heavy Rain","Urban Road","Wet","Evening",2,40,815,8,4,7,10,5,98.19892087,1,1,42,20,"Sedan",14,1,5,"Yes","Mild"
"Clear","Urban Road","Dry","Morning",1,40,371,8,9,-9,9,2,79.46298723,2,1,21,4,"SUV",3,1,4,"Yes","Strong"
"Rain","Rural Road","Wet","Morning",2,100,72,0,9,-6,9,0,52.74288933,2,0,48,1,"SUV",7,0,0,"Yes","Strong"
"Clear","Urban Road","Wet","Morning",1,90,264,6,6,12,8,5,31.41120338,4,0,55,8,"Truck",15,1,2,"Yes","Strong"
"Rain","Urban Road","Dry","Night",2,40,930,10,11,11,10,5,82.42943439,2,1,42,37,"Truck",7,0,0,"Yes","Mild"
"Rain","Urban Road","Wet","Afternoon",3,40,269,3,0,1,9,3,79.70499015,3,0,52,11,"SUV",9,0,0,"Yes","Strong"
"Rain","Rural Road","Dry","Afternoon",2,90,520,0,11,8,4,0,75.36557448,1,0,38,18,"Truck",9,0,0,"No","No"
"Rain","Urban Road","Wet","Morning",2,80,686,2,7,-5,9,3,52.69048173,3,0,58,16,"SUV",2,1,7,"Yes","Strong"
"Clear","Highway","Wet","Afternoon",2,70,58,6,4,-1,7,1,25.81426597,2,0,53,9,"Sedan",7,1,3,"Yes","Strong"
"Rain","Urban Road","Wet","Afternoon",1,110,430,8,7,6,2,4,75.60309248,2,0,43,17,"Truck",4,1,6,"No","No"
"Clear","Urban Road","Wet","Night",2,60,92,8,5,-9,1,0,72.38270255,3,0,46,7,"Sedan",12,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",1,100,339,3,2,-4,4,0,72.47461444,2,0,20,13,"SUV",10,1,2,"No","No"
"Clear","Urban Road","Dry","Night",2,120,635,4,4,-8,3,2,54.06360863,0,0,55,1,"Truck",4,0,0,"No","No"
"Heavy Rain","Highway","Dry","Afternoon",3,120,881,9,5,-7,1,3,97.14115865,0,0,39,20,"Sedan",13,0,0,"No","No"
"Rain","Urban Road","Wet","Night",3,50,242,5,6,4,7,1,98.97679442,0,0,40,20,"Truck",7,0,0,"Yes","Strong"
"Clear","Rural Road","Dry","Night",1,100,325,4,0,-10,5,3,73.11268192,3,0,46,19,"Sedan",8,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Afternoon",2,90,697,9,1,-7,3,4,71.23028333,2,0,38,12,"SUV",3,0,0,"No","No"
"Rain","Highway","Wet","Night",3,110,230,0,2,3,2,4,58.47649454,3,1,24,6,"Sedan",4,0,0,"No","No"
"Heavy Rain","Rural Road","Wet","Evening",2,100,822,10,7,2,7,2,62.17751925,2,0,28,26,"SUV",10,0,0,"No","No"
"Rain","Urban Road","Wet","Afternoon",3,110,58,5,7,0,2,0,81.33355315,3,0,29,20,"SUV",12,0,0,"No","No"
"Heavy Rain","Urban Road","Dry","Evening",3,30,574,7,9,-5,7,0,75.27875787,3,1,48,24,"Sedan",4,0,0,"Yes","Strong"
"Heavy Rain","Highway","Dry","Night",2,40,470,2,3,6,9,2,43.24357893,3,1,35,5,"Sedan",4,0,0,"Yes","Strong"
"Clear","Rural Road","Wet","Night",2,120,668,7,12,0,5,1,83.4237242,3,1,45,19,"Truck",10,1,2,"No","No"
"Rain","Highway","Dry","Evening",3,40,348,6,1,-5,8,0,80.49393033,1,0,61,7,"SUV",8,0,0,"Yes","Strong"
"Heavy Rain","Urban Road","Wet","Afternoon",2,90,399,3,1,0,1,2,91.75315845,3,1,25,5,"Truck",10,0,0,"No","No"
"Clear","Highway","Wet","Afternoon",2,60,242,5,6,4,6,0,72.65607864,0,0,45,6,"SUV",6,0,0,"No","No"
"Clear","Urban Road","Wet","Night",2,60,552,9,1,11,6,4,72.34448274,0,0,35,23,"Truck",2,0,0,"No","No"
"Heavy Rain","Highway","Wet","Night",1,110,170,5,3,-5,0,2,83.74598268,1,1,62,16,"SUV",12,1,6,"No","No"
"Rain","Highway","Wet","Night",3,90,354,8,1,4,0,6,66.87083647,2,1,44,5,"Sedan",3,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",3,30,402,9,5,8,3,0,102.3049066,4,1,55,20,"Truck",6,0,0,"No","No"
"Rain","Urban Road","Wet","Evening",1,80,773,7,1,8,0,3,50.94835041,3,1,59,17,"Truck",3,1,3,"No","No"
"Rain","Urban Road","Dry","Morning",2,60,258,0,3,0,5,2,63.81397133,1,0,36,21,"Truck",13,0,0,"No","No"
"Rain","Rural Road","Dry","Night",3,100,867,5,1,-2,3,1,70.48535115,1,0,39,24,"Sedan",0,0,0,"No","No"
"Clear","Urban Road","Dry","Night",2,30,238,2,8,-3,3,3,85.5994418,2,1,22,12,"Truck",14,0,0,"No","No"
"Rain","Rural Road","Wet","Evening",3,40,702,2,5,-6,9,0,63.80431249,3,0,47,17,"Truck",10,0,0,"Yes","Mild"
"Clear","Urban Road","Dry","Evening",3,100,371,7,5,-5,1,4,127.4055033,1,0,27,32,"Sedan",14,0,0,"No","No"
"Clear","Urban Road","Wet","Evening",3,100,678,8,10,-10,5,4,78.96628914,1,1,54,1,"Sedan",6,0,0,"No","No"
"Clear","Highway","Dry","Evening",1,110,739,3,1,-10,3,1,52.07819458,1,0,53,6,"Sedan",2,0,0,"No","No"
"Rain","Highway","Dry","Evening",3,70,545,9,7,6,2,5,51.69578063,0,1,48,14,"Truck",15,1,4,"No","No"
"Rain","Highway","Dry","Afternoon",1,100,454,6,5,9,6,3,69.81126366,0,1,24,11,"SUV",7,0,0,"No","No"
"Heavy Rain","Highway","Dry","Evening",3,100,104,5,4,7,2,4,85.96463264,1,1,25,18,"Truck",7,0,0,"No","No"
"Heavy Rain","Urban Road","Wet","Afternoon",2,110,96,1,9,-4,9,3,76.36623942,1,0,52,30,"Sedan",1,0,0,"Yes","Strong"
"Clear","Highway","Dry","Night",3,100,823,6,9,-8,1,6,99.31230019,2,1,25,16,"Sedan",2,1,4,"No","No"
"Rain","Highway","Dry","Evening",1,50,511,4,2,0,3,1,96.47126751,1,1,31,27,"Truck",0,1,2,"No","No"
"Rain","Rural Road","Dry","Evening",3,40,995,10,10,10,3,1,56.41315805,2,1,42,5,"SUV",4,0,0,"No","No"
"Heavy Rain","Highway","Wet","Evening",3,120,304,2,5,-8,0,3,68.47161483,1,1,31,15,"SUV",4,0,0,"No","No"
